kaggle.org, https://www.kaggle.com/datasets/ruchi798/star-wars, Star Wars Social Network,
zenodo.org, https://zenodo.org/records/1411479, Star Wars Social Network, original
kaggle.org, https://www.kaggle.com/datasets/terencicp/steam-games-december-2023, Steam Games 2013 to 2023, original

